"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","total_sq_footage","total_baths","logsaleprice","logBSMTFinSF1","logTotalBSMTSF","logGrLivArea"
300,20,"RL",80,14000,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,8,1950,2004,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1092,1092,"GasA","Ex","Y","SBrkr",1152,0,0,1152,0,1,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1950,"Unf",1,300,"TA","TA","Y",0,36,0,0,0,0,"NoData","GdPrv","NoData",0,8,2009,"WD","Family",158500,2244,1.5,11.9735161814278,0,6.99668148817654,7.04925484125584
301,190,"RL",90,15750,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","2fmCon","1Story",5,5,1953,1953,"Hip","CompShg","MetalSd","MetalSd","BrkFace",56,"TA","TA","CBlock","TA","TA","Mn","BLQ",841,"Unf",0,324,1165,"GasA","TA","Y","SBrkr",1336,0,0,1336,1,0,1,0,2,1,"TA",5,"Typ",2,"Gd","Attchd",1953,"Unf",1,375,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,6,2006,"WD","Normal",157000,2501,2,11.9640074537369,6.73578001424233,7.06133436691044,7.19743535409659
302,60,"RL",66,16226,"Pave","NoData","IR3","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",281,"Unf",0,747,1028,"GasA","Ex","Y","SBrkr",1210,1242,0,2452,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","BuiltIn",1998,"Fin",2,683,"TA","TA","Y",208,50,0,0,0,0,"NoData","NoData","NoData",0,5,2007,"WD","Normal",267000,3480,2.5,12.4950076826937,5.64190707093811,6.93634273583405,7.8046592970561
303,20,"RL",118,13704,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1541,1541,"GasA","Ex","Y","SBrkr",1541,0,0,1541,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",3,843,"TA","TA","Y",468,81,0,0,0,0,"NoData","NoData","NoData",0,1,2006,"WD","Normal",205000,3082,2,12.2307701361574,0,7.34083555412327,7.34018683532012
304,20,"RL",70,9800,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","ALQ",894,"Unf",0,0,894,"GasA","TA","Y","SBrkr",894,0,0,894,1,0,1,0,3,1,"TA",5,"Typ",0,"NoData","Attchd",1975,"Unf",2,552,"TA","TA","Y",256,0,0,0,0,0,"NoData","GdWo","NoData",0,7,2006,"WD","Abnorml",149900,1788,2,11.9177303551825,6.79682371827486,6.79682371827486,6.79570577517351
305,75,"RM",87,18386,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",7,9,1880,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1470,1470,"GasA","Ex","Y","SBrkr",1675,1818,0,3493,0,0,3,0,3,1,"Gd",10,"Typ",1,"Ex","Attchd",2003,"Unf",3,870,"TA","TA","Y",302,0,0,0,0,0,"NoData","NoData","NoData",0,5,2008,"WD","Normal",295000,4963,3,12.5947340251467,0,7.29369772060144,8.15851624480683
306,20,"RL",80,10386,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","CemntBd","CmentBd","Stone",246,"Gd","TA","PConc","Gd","TA","No","GLQ",1464,"Unf",0,536,2000,"GasA","Ex","Y","SBrkr",2000,0,0,2000,1,0,2,0,3,1,"Gd",8,"Typ",0,"NoData","Attchd",2004,"Fin",3,888,"TA","TA","Y",168,0,0,0,0,0,"NoData","NoData","NoData",0,7,2007,"WD","Normal",305900,4000,3,12.6310167991758,7.28961052145117,7.60140233458373,7.60090245954208
307,60,"RL",116,13474,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","HdBoard","Plywood","BrkFace",246,"Gd","TA","CBlock","Gd","TA","No","ALQ",700,"Unf",0,0,700,"GasA","Gd","Y","SBrkr",1122,1121,0,2243,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1990,"RFn",3,746,"TA","TA","Y",127,44,224,0,0,0,"NoData","NoData","NoData",0,6,2007,"WD","Normal",225000,2943,3.5,12.3238601256211,6.55250788703459,6.55250788703459,7.71556953452021
310,20,"RL",90,12378,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",0,622,1896,"GasA","Ex","Y","SBrkr",1944,0,0,1944,1,0,2,0,3,1,"Ex",8,"Typ",3,"Ex","Attchd",2003,"Fin",3,708,"TA","TA","Y",208,175,0,0,0,0,"NoData","NoData","NoData",0,11,2006,"WD","Normal",360000,3840,3,12.7938620882062,7.15070145759253,7.54802896993501,7.57250298502038
312,20,"RL",50,8000,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1948,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",680,"Unf",0,292,972,"GasA","Ex","Y","SBrkr",972,0,0,972,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,5,2009,"WD","Normal",132000,1944,2,11.7905647772974,6.52356230614951,6.880384082186,6.87935580446044
313,190,"RM",65,7800,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","Rec",507,"Unf",0,286,793,"GasA","TA","Y","SBrkr",793,325,0,1118,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1939,"Unf",2,410,"TA","TA","Y",0,0,0,0,271,0,"NoData","MnPrv","NoData",0,5,2006,"WD","Normal",119900,1911,2,11.6944216812644,6.23048144757848,6.67708346124714,7.01929665371504
314,20,"RL",150,215245,"Pave","NoData","IR3","Low","AllPub","Inside","Sev","Timber","Norm","Norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1236,"Rec",820,80,2136,"GasW","TA","Y","SBrkr",2036,0,0,2036,2,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1965,"RFn",2,513,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,6,2009,"WD","Normal",375000,4172,4,12.8346839716157,7.12044437239249,7.66715825531915,7.61874237767041
315,70,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1925,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Gd","No","LwQ",16,"Unf",0,712,728,"GasA","Ex","Y","SBrkr",832,809,0,1641,0,1,1,1,3,1,"Ex",6,"Typ",1,"Gd","Detchd",1925,"Unf",2,546,"Fa","TA","Y",0,0,234,0,0,0,"NoData","NoData","NoData",0,8,2006,"WD","Normal",178000,2369,2,12.089544447236,2.83321334405622,6.59167373200866,7.40306109109009
316,60,"RL",71,7795,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",425,"Unf",0,291,716,"GasA","Ex","Y","SBrkr",716,716,0,1432,1,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,432,"TA","TA","Y",100,51,0,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Normal",188500,2148,3.5,12.1468585908959,6.05443934626937,6.57507584059962,7.26682734752059
317,60,"RL",94,13005,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CompShg","CemntBd","CmentBd","BrkFace",278,"Gd","TA","CBlock","Gd","TA","No","GLQ",692,"Unf",0,153,845,"GasA","TA","Y","SBrkr",1153,1200,0,2353,1,0,2,1,4,1,"Ex",10,"Typ",1,"TA","Attchd",1983,"RFn",2,484,"TA","TA","Y",288,195,0,0,0,0,"NoData","GdPrv","NoData",0,8,2009,"WD","Normal",260000,3198,3.5,12.4684407561441,6.5410299991899,6.74051935960622,7.76344638872736
318,60,"FV",75,9000,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1088,1088,"GasA","Ex","Y","SBrkr",1088,871,0,1959,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,1025,"TA","TA","Y",208,46,0,0,0,0,"NoData","NoData","NoData",0,12,2007,"WD","Normal",270000,3047,2.5,12.5061809416774,0,6.99301512293296,7.58018941794454
319,60,"RL",90,9900,"Pave","NoData","Reg","Low","AllPub","Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,"Gd","TA","PConc","Gd","TA","Gd","GLQ",987,"Unf",0,360,1347,"GasA","Ex","Y","SBrkr",1372,1274,0,2646,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"RFn",3,656,"TA","TA","Y",340,60,144,0,0,0,"NoData","NoData","NoData",0,4,2009,"WD","Normal",260000,3993,3.5,12.4684407561441,6.89568269774787,7.20637729147225,7.8808043446749
321,60,"RL",111,16259,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",370,"TA","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,1249,1249,"GasA","Ex","Y","SBrkr",1249,1347,0,2596,0,0,3,1,4,1,"Gd",9,"Typ",0,"NoData","Attchd",2006,"RFn",3,840,"TA","TA","Y",240,154,0,0,0,0,"NoData","NoData","NoData",0,9,2006,"New","Partial",342643,3845,3.5,12.7444472862813,0,7.13089883029635,7.86172707782398
322,60,"RL",99,12099,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",388,"Gd","TA","PConc","Ex","TA","Av","GLQ",970,"Unf",0,166,1136,"GasA","Ex","Y","SBrkr",1136,1332,0,2468,1,0,2,1,4,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,872,"TA","TA","Y",184,154,0,0,0,0,"NoData","NoData","NoData",0,6,2007,"WD","Normal",354000,3604,3.5,12.7770550169707,6.87832646829133,7.03614849375054,7.81116338502528
323,60,"RL",86,10380,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",172,"Gd","TA","CBlock","TA","TA","Gd","LwQ",28,"ALQ",1474,0,1502,"GasA","Ex","Y","SBrkr",1553,1177,0,2730,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1987,"Fin",2,576,"TA","TA","Y",201,96,0,0,0,0,"NoData","MnPrv","NoData",0,8,2007,"WD","Normal",301000,4232,3.5,12.6148688659846,3.36729582998647,7.31521838975297,7.91205688817901
324,20,"RM",49,5820,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",256,"Unf",0,906,1162,"GasA","Ex","Y","SBrkr",1163,0,0,1163,1,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1955,"Unf",1,220,"Fa","TA","Y",142,98,0,0,0,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",126175,2325,2,11.7454330366774,5.54907608489522,7.05875815251866,7.05875815251866
325,80,"RL",96,11275,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,"Gd","Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,710,710,"GasA","Ex","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Gd",11,"Typ",1,"Gd","BuiltIn",1961,"Fin",2,564,"TA","TA","Y",240,0,0,0,0,0,"NoData","NoData","NoData",0,6,2010,"WD","Normal",242000,3688,2.5,12.3966971373617,0,6.56667242980324,7.99900721324395
326,45,"RM",50,5000,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",116,"Unf",0,604,720,"GasA","Po","N","FuseF",803,0,0,803,0,0,1,0,2,1,"TA",5,"Typ",0,"NoData","Detchd",1941,"Unf",2,360,"TA","TA","Y",0,0,244,0,0,0,"NoData","NoData","NoData",0,12,2007,"WD","Normal",87000,1523,1,11.3736748918235,4.76217393479776,6.58063913728495,6.68835471394676
327,120,"RL",32,10846,"Pave","NoData","IR1","Lvl","AllPub","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1993,1993,"Gable","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1619,"Unf",0,100,1719,"GasA","Ex","Y","SBrkr",1719,0,0,1719,2,0,1,1,1,1,"Gd",6,"Typ",2,"Gd","Attchd",1993,"Fin",2,473,"TA","TA","Y",122,30,0,0,0,0,"NoData","NoData","NoData",0,5,2008,"Con","Normal",324000,3438,3.5,12.6885018811895,7.39018142822643,7.4500795698075,7.44949800538285
328,20,"RL",80,11600,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,"TA","TA","CBlock","TA","TA","No","Rec",565,"Unf",0,818,1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,1,3,1,"TA",7,"Typ",0,"NoData","Attchd",1960,"RFn",1,292,"TA","TA","Y",0,45,0,0,0,0,"NoData","NoData","NoData",0,4,2006,"WD","Normal",145250,2766,1.5,11.886218559372,6.33859407820318,7.23273313617761,7.23201033166476
330,70,"RM",60,6402,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","Mn","Unf",0,"Unf",0,596,596,"GasA","TA","N","SBrkr",596,596,0,1192,0,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Detchd",1920,"Unf",1,189,"Fa","Fa","N",0,0,137,0,0,0,"NoData","GdWo","NoData",0,7,2009,"WD","Normal",78000,1788,1,11.2644769261024,0,6.3919171133926,7.0833878476253
332,20,"RL",70,8176,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",846,"Unf",0,210,1056,"GasA","Fa","Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1958,"RFn",1,308,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,8,2007,"WD","Normal",139000,2112,2,11.8422364063316,6.74170069465205,6.96318998587024,6.96224346426621
333,20,"RL",85,10655,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",296,"Gd","TA","PConc","Gd","TA","No","GLQ",1124,"NoData",479,1603,3206,"GasA","Ex","Y","SBrkr",1629,0,0,1629,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2003,"RFn",3,880,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,10,2009,"WD","Normal",284000,4835,3,12.5567330382639,7.02553831463852,8.07309119969315,7.39572160860205
334,120,"RM",59,8198,"Pave","NoData","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",146,"Gd","TA","PConc","Gd","TA","Av","GLQ",720,"Unf",0,638,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"RFn",2,484,"TA","TA","Y",192,30,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",207000,2716,3,12.2404789031537,6.58063913728495,7.21450441415114,7.21376830811864
335,60,"RL",59,9042,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",828,"Unf",0,115,943,"GasA","Gd","Y","SBrkr",943,695,0,1638,1,0,2,1,3,1,"TA",7,"Typ",2,"TA","Attchd",1998,"Fin",2,472,"TA","TA","Y",100,38,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",192000,2581,3.5,12.1652558593297,6.7202201551353,6.8501261661455,7.40123126441302
337,20,"RL",86,14157,"Pave","NoData","IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",200,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1249,"Unf",0,673,1922,"GasA","Ex","Y","SBrkr",1922,0,0,1922,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",3,676,"TA","TA","Y",178,51,0,0,0,0,"NoData","NoData","NoData",0,7,2007,"WD","Normal",377426,3844,3,12.8411324514879,7.13089883029635,7.56164174558878,7.56112158953024
338,20,"RL",70,9135,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,"Gd","TA","PConc","Gd","TA","Av","GLQ",810,"Unf",0,726,1536,"GasA","Ex","Y","SBrkr",1536,0,0,1536,1,0,2,0,3,1,"Gd",7,"Typ",0,"NoData","Attchd",2002,"RFn",2,532,"TA","TA","Y",192,74,0,0,0,0,"NoData","NoData","NoData",0,12,2008,"WD","Normal",214000,3072,3,12.2737359668903,6.69826805411541,7.3375877435386,7.33693691370762
339,20,"RL",91,14145,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,1984,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Mn","ALQ",213,"Unf",0,995,1208,"GasA","Ex","Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"Gd",8,"Typ",0,"NoData","Attchd",1984,"RFn",2,440,"TA","TA","Y",108,45,0,0,0,0,"NoData","NoData","Shed",400,5,2006,"WD","Normal",202500,2829,3,12.2185001037881,5.36597601502185,7.09754885061479,7.39079852173568
340,20,"RL",66,12400,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1958,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,"TA","TA","CBlock","TA","Fa","No","Rec",585,"Unf",0,630,1215,"GasA","TA","Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1958,"Unf",1,297,"TA","TA","Y",0,0,0,0,234,0,"NoData","NoData","NoData",0,6,2009,"WD","Normal",155000,2430,1,11.9511868474935,6.37331978957701,7.10332206252611,7.10249935577465
341,60,"RL",85,14191,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,967,967,"GasA","Ex","Y","SBrkr",993,915,0,1908,0,0,2,1,4,1,"Gd",9,"Typ",0,"NoData","Attchd",2002,"Fin",2,431,"TA","TA","Y",135,0,0,0,0,0,"NoData","NoData","NoData",0,4,2010,"WD","Normal",202900,2875,2.5,12.220473454338,0,6.87523208727658,7.55381085200823
342,20,"RH",60,8400,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"GasA","Gd","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","CarPort",1950,"Unf",1,294,"TA","TA","N",250,0,24,0,0,0,"NoData","NoData","NoData",0,9,2009,"WD","Normal",82000,1562,1,11.314486721294,0,6.58202513889283,6.73459165997295
344,120,"RL",63,8849,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",616,"Ex","TA","PConc","Ex","TA","No","GLQ",28,"Unf",0,1656,1684,"GasA","Ex","Y","SBrkr",1684,0,0,1684,0,0,2,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd",2005,"RFn",2,564,"TA","TA","Y",495,72,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",266000,3368,2,12.4912553471553,3.36729582998647,7.42952084278646,7.42892719480227
345,160,"RM",36,2592,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","Rec",129,"BLQ",232,175,536,"GasA","TA","Y","SBrkr",536,576,0,1112,0,0,1,1,3,1,"TA",4,"Typ",0,"NoData","Attchd",1976,"Unf",1,336,"TA","TA","Y",182,0,0,0,0,0,"NoData","NoData","NoData",0,4,2010,"WD","Normal",85000,1648,1.5,11.3504183001091,4.86753445045558,6.28599809450886,7.01391547481053
346,50,"RL",65,6435,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"GasA","Gd","Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,10,2006,"WD","Normal",140200,2549,1,11.8508323862248,0,6.880384082186,7.36327958696304
349,160,"RL",36,2448,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","GLQ",573,"Unf",0,191,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,1,0,2,1,2,1,"Gd",6,"Typ",0,"NoData","BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"NoData","NoData","NoData",0,10,2008,"WD","Normal",154000,2390,3.5,11.9447143748812,6.35262939631957,6.63987583382654,7.39387829010776
350,60,"RL",56,20431,"Pave","NoData","IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",870,"Ex","TA","PConc","Ex","TA","No","GLQ",1410,"Unf",0,438,1848,"GasA","Ex","Y","SBrkr",1848,880,0,2728,1,0,2,1,4,1,"Ex",10,"Typ",2,"Ex","Attchd",2006,"Fin",3,706,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,4,2006,"New","Partial",437154,4576,3.5,12.9880431022652,7.25205395185281,7.52240023138712,7.91132401896335
351,120,"RL",68,7820,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",362,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1869,1869,"GasA","Ex","Y","SBrkr",1869,0,0,1869,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,617,"TA","TA","Y",210,54,0,0,0,0,"NoData","NoData","NoData",0,12,2007,"New","Partial",318061,3738,2,12.6700016113119,0,7.53369370984863,7.53315880745556
